Limited tf.compat.v2.summary API due to missing TensorBoard installation.
Using SEED = 6265
/home/xianlli/dataset/HSI/urban/Urban_corrected.mat
img shape: (150, 160, 162)
img_patches_nonzero: (12048, 7, 7, 162)
x_patches shape: (12048, 7, 7, 162), labels: [1 2 3 4 5 6 7]
constructing hypergraph...
construction completed. training clustering network...
epoch
epoch 0 ==> loss=568.54
epoch 1 ==> loss=2562.5742
epoch 2 ==> loss=433.78397
epoch 3 ==> loss=625.1941
epoch 4 ==> loss=1253.5261
epoch 5 ==> loss=1030.522
epoch 6 ==> loss=473.46198
epoch 7 ==> loss=155.97371
epoch 8 ==> loss=215.17389
epoch 9 ==> loss=441.11017
epoch 10 ==> loss=547.6516
epoch 11 ==> loss=446.5072
epoch 12 ==> loss=249.2749
epoch 13 ==> loss=105.67012
epoch 14 ==> loss=90.223976
epoch 15 ==> loss=170.57806
epoch 16 ==> loss=249.10272
epoch 17 ==> loss=253.15036
epoch 18 ==> loss=187.00044
epoch 19 ==> loss=105.00578
epoch 20 ==> loss=58.524094
epoch 21 ==> loss=64.18575
epoch 22 ==> loss=101.61673
epoch 23 ==> loss=133.40637
epoch 24 ==> loss=133.74078
epoch 25 ==> loss=105.05611
epoch 26 ==> loss=70.79761
epoch 27 ==> loss=53.916817
epoch 28 ==> loss=60.188076
epoch 29 ==> loss=77.28283
epoch 30 ==> loss=87.23587
epoch 31 ==> loss=80.854225
epoch 32 ==> loss=62.986626
epoch 33 ==> loss=46.39259
epoch 34 ==> loss=40.905594
epoch 35 ==> loss=46.38389
epoch 36 ==> loss=54.143936
epoch 37 ==> loss=55.25694
epoch 38 ==> loss=48.306908
epoch 39 ==> loss=39.526688
epoch 40 ==> loss=35.967793
epoch 41 ==> loss=39.04946
epoch 42 ==> loss=44.129883
epoch 43 ==> loss=45.542263
epoch 44 ==> loss=41.867058
epoch 45 ==> loss=36.59956
epoch 46 ==> loss=34.163834
epoch 47 ==> loss=35.641914
epoch 48 ==> loss=38.295956
epoch 49 ==> loss=38.80117
epoch 50 ==> loss=36.519417
epoch 51 ==> loss=33.605606
epoch 52 ==> loss=32.41539
epoch 53 ==> loss=33.231285
epoch 54 ==> loss=34.41322
epoch 55 ==> loss=34.337154
epoch 56 ==> loss=32.931137
epoch 57 ==> loss=31.428974
epoch 58 ==> loss=30.93497
epoch 59 ==> loss=31.405981
epoch 60 ==> loss=31.920319
epoch 61 ==> loss=31.717772
epoch 62 ==> loss=30.881388
epoch 63 ==> loss=30.090988
epoch 64 ==> loss=29.863598
epoch 65 ==> loss=30.091017
epoch 66 ==> loss=30.259348
epoch 67 ==> loss=30.01669
epoch 68 ==> loss=29.482174
epoch 69 ==> loss=29.040878
epoch 70 ==> loss=28.918533
epoch 71 ==> loss=28.991232
epoch 72 ==> loss=28.973108
epoch 73 ==> loss=28.72688
epoch 74 ==> loss=28.372028
epoch 75 ==> loss=28.116415
epoch 76 ==> loss=28.032347
epoch 77 ==> loss=28.009562
epoch 78 ==> loss=27.900116
epoch 79 ==> loss=27.676165
epoch 80 ==> loss=27.434391
epoch 81 ==> loss=27.273933
epoch 82 ==> loss=27.193815
epoch 83 ==> loss=27.113558
epoch 84 ==> loss=26.97073
epoch 85 ==> loss=26.781178
epoch 86 ==> loss=26.606976
epoch 87 ==> loss=26.483015
epoch 88 ==> loss=26.385662
epoch 89 ==> loss=26.269104
epoch 90 ==> loss=26.117662
epoch 91 ==> loss=25.956577
epoch 92 ==> loss=25.81783
epoch 93 ==> loss=25.705048
epoch 94 ==> loss=25.595806
epoch 95 ==> loss=25.470432
epoch 96 ==> loss=25.332281
epoch 97 ==> loss=25.198534
epoch 98 ==> loss=25.079506
epoch 99 ==> loss=24.968748
epoch 100 ==> loss=24.85266
epoch 101 ==> loss=24.72676
epoch 102 ==> loss=24.598503
epoch 103 ==> loss=24.476604
epoch 104 ==> loss=24.361464
epoch 105 ==> loss=24.246819
epoch 106 ==> loss=24.12752
epoch 107 ==> loss=24.004658
epoch 108 ==> loss=23.884083
epoch 109 ==> loss=23.76852
epoch 110 ==> loss=23.65567
epoch 111 ==> loss=23.542152
epoch 112 ==> loss=23.427235
epoch 113 ==> loss=23.313265
epoch 114 ==> loss=23.20288
epoch 115 ==> loss=23.095821
epoch 116 ==> loss=22.990112
epoch 117 ==> loss=22.884167
epoch 118 ==> loss=22.778698
epoch 119 ==> loss=22.67466
epoch 120 ==> loss=22.572426
epoch 121 ==> loss=22.471022
epoch 122 ==> loss=22.369747
epoch 123 ==> loss=22.26827
epoch 124 ==> loss=22.16763
epoch 125 ==> loss=22.068005
epoch 126 ==> loss=21.969225
epoch 127 ==> loss=21.871004
epoch 128 ==> loss=21.7732
epoch 129 ==> loss=21.676424
epoch 130 ==> loss=21.580671
epoch 131 ==> loss=21.48617
epoch 132 ==> loss=21.392597
epoch 133 ==> loss=21.299908
epoch 134 ==> loss=21.208075
epoch 135 ==> loss=21.11749
epoch 136 ==> loss=21.028236
epoch 137 ==> loss=20.940298
epoch 138 ==> loss=20.853363
epoch 139 ==> loss=20.767496
epoch 140 ==> loss=20.682774
epoch 141 ==> loss=20.598856
epoch 142 ==> loss=20.515942
epoch 143 ==> loss=20.433624
epoch 144 ==> loss=20.351973
epoch 145 ==> loss=20.271126
epoch 146 ==> loss=20.190828
epoch 147 ==> loss=20.111183
epoch 148 ==> loss=20.031906
epoch 149 ==> loss=19.953247
epoch 150 ==> loss=19.874794
epoch 151 ==> loss=19.796398
epoch 152 ==> loss=19.718403
epoch 153 ==> loss=19.64026
epoch 154 ==> loss=19.562613
epoch 155 ==> loss=19.48521
epoch 156 ==> loss=19.40884
epoch 157 ==> loss=19.333282
epoch 158 ==> loss=19.258282
epoch 159 ==> loss=19.184067
epoch 160 ==> loss=19.110098
epoch 161 ==> loss=19.036766
epoch 162 ==> loss=18.96393
epoch 163 ==> loss=18.89144
epoch 164 ==> loss=18.819338
epoch 165 ==> loss=18.747473
epoch 166 ==> loss=18.675842
epoch 167 ==> loss=18.604359
epoch 168 ==> loss=18.533188
epoch 169 ==> loss=18.462236
epoch 170 ==> loss=18.391531
epoch 171 ==> loss=18.320892
epoch 172 ==> loss=18.250422
epoch 173 ==> loss=18.180027
epoch 174 ==> loss=18.10992
epoch 175 ==> loss=18.039883
epoch 176 ==> loss=17.96991
epoch 177 ==> loss=17.90015
epoch 178 ==> loss=17.830896
epoch 179 ==> loss=17.762068
epoch 180 ==> loss=17.69358
epoch 181 ==> loss=17.625683
epoch 182 ==> loss=17.558205
epoch 183 ==> loss=17.491194
epoch 184 ==> loss=17.424555
epoch 185 ==> loss=17.357979
epoch 186 ==> loss=17.291595
epoch 187 ==> loss=17.225647
epoch 188 ==> loss=17.16003
epoch 189 ==> loss=17.094494
epoch 190 ==> loss=17.029501
epoch 191 ==> loss=16.96473
epoch 192 ==> loss=16.90017
epoch 193 ==> loss=16.836102
epoch 194 ==> loss=16.772276
epoch 195 ==> loss=16.708815
epoch 196 ==> loss=16.645634
epoch 197 ==> loss=16.582943
epoch 198 ==> loss=16.520409
epoch 199 ==> loss=16.458296
epoch 200 ==> loss=16.396374
epoch 201 ==> loss=16.334848
epoch 202 ==> loss=16.273592
epoch 203 ==> loss=16.212639
epoch 204 ==> loss=16.151985
epoch 205 ==> loss=16.091627
epoch 206 ==> loss=16.031511
epoch 207 ==> loss=15.971707
epoch 208 ==> loss=15.912182
epoch 209 ==> loss=15.852878
epoch 210 ==> loss=15.794032
epoch 211 ==> loss=15.735351
epoch 212 ==> loss=15.677025
epoch 213 ==> loss=15.6189
epoch 214 ==> loss=15.561155
epoch 215 ==> loss=15.503612
epoch 216 ==> loss=15.44627
epoch 217 ==> loss=15.389252
epoch 218 ==> loss=15.332437
epoch 219 ==> loss=15.275871
epoch 220 ==> loss=15.219523
epoch 221 ==> loss=15.163427
epoch 222 ==> loss=15.107418
epoch 223 ==> loss=15.051737
epoch 224 ==> loss=14.996171
epoch 225 ==> loss=14.9408
epoch 226 ==> loss=14.885727
epoch 227 ==> loss=14.830823
epoch 228 ==> loss=14.776022
epoch 229 ==> loss=14.721518
epoch 230 ==> loss=14.667246
epoch 231 ==> loss=14.6131935
epoch 232 ==> loss=14.55934
epoch 233 ==> loss=14.5057335
epoch 234 ==> loss=14.452174
epoch 235 ==> loss=14.399059
epoch 236 ==> loss=14.346033
epoch 237 ==> loss=14.2932625
epoch 238 ==> loss=14.240829
epoch 239 ==> loss=14.1885195
epoch 240 ==> loss=14.136481
epoch 241 ==> loss=14.084612
epoch 242 ==> loss=14.033018
epoch 243 ==> loss=13.981597
epoch 244 ==> loss=13.930447
epoch 245 ==> loss=13.879517
epoch 246 ==> loss=13.828752
epoch 247 ==> loss=13.77834
epoch 248 ==> loss=13.727922
epoch 249 ==> loss=13.677877
epoch 250 ==> loss=13.627936
epoch 251 ==> loss=13.578327
epoch 252 ==> loss=13.528828
epoch 253 ==> loss=13.479586
epoch 254 ==> loss=13.430504
epoch 255 ==> loss=13.381691
epoch 256 ==> loss=13.333023
epoch 257 ==> loss=13.284647
epoch 258 ==> loss=13.236358
epoch 259 ==> loss=13.188283
epoch 260 ==> loss=13.140409
epoch 261 ==> loss=13.0926485
epoch 262 ==> loss=13.045142
epoch 263 ==> loss=12.997735
epoch 264 ==> loss=12.950552
epoch 265 ==> loss=12.903534
epoch 266 ==> loss=12.856721
epoch 267 ==> loss=12.8100815
epoch 268 ==> loss=12.763622
epoch 269 ==> loss=12.717374
epoch 270 ==> loss=12.671255
epoch 271 ==> loss=12.625249
epoch 272 ==> loss=12.579364
epoch 273 ==> loss=12.53376
epoch 274 ==> loss=12.488111
epoch 275 ==> loss=12.442618
epoch 276 ==> loss=12.397296
epoch 277 ==> loss=12.352082
epoch 278 ==> loss=12.306961
epoch 279 ==> loss=12.261946
epoch 280 ==> loss=12.217251
epoch 281 ==> loss=12.172823
epoch 282 ==> loss=12.128738
epoch 283 ==> loss=12.08508
epoch 284 ==> loss=12.041477
epoch 285 ==> loss=11.998105
epoch 286 ==> loss=11.954823
epoch 287 ==> loss=11.9118
epoch 288 ==> loss=11.868795
epoch 289 ==> loss=11.826041
epoch 290 ==> loss=11.7834215
epoch 291 ==> loss=11.740983
epoch 292 ==> loss=11.698768
epoch 293 ==> loss=11.656746
epoch 294 ==> loss=11.614862
epoch 295 ==> loss=11.573143
epoch 296 ==> loss=11.531594
epoch 297 ==> loss=11.490163
epoch 298 ==> loss=11.448913
epoch 299 ==> loss=11.40783
epoch 300 ==> loss=11.366814
epoch 301 ==> loss=11.326096
epoch 302 ==> loss=11.285515
epoch 303 ==> loss=11.245046
epoch 304 ==> loss=11.204835
epoch 305 ==> loss=11.164591
epoch 306 ==> loss=11.124596
epoch 307 ==> loss=11.084693
epoch 308 ==> loss=11.044905
epoch 309 ==> loss=11.005266
epoch 310 ==> loss=10.965693
epoch 311 ==> loss=10.9262905
epoch 312 ==> loss=10.886963
epoch 313 ==> loss=10.847772
epoch 314 ==> loss=10.8087225
epoch 315 ==> loss=10.769862
epoch 316 ==> loss=10.731028
epoch 317 ==> loss=10.692351
epoch 318 ==> loss=10.653849
epoch 319 ==> loss=10.615492
epoch 320 ==> loss=10.577209
epoch 321 ==> loss=10.539081
epoch 322 ==> loss=10.50113
epoch 323 ==> loss=10.463297
epoch 324 ==> loss=10.425658
epoch 325 ==> loss=10.38809
epoch 326 ==> loss=10.350701
epoch 327 ==> loss=10.31339
epoch 328 ==> loss=10.2762
epoch 329 ==> loss=10.239109
epoch 330 ==> loss=10.202173
epoch 331 ==> loss=10.165302
epoch 332 ==> loss=10.128562
epoch 333 ==> loss=10.092013
epoch 334 ==> loss=10.055479
epoch 335 ==> loss=10.019084
epoch 336 ==> loss=9.982785
epoch 337 ==> loss=9.946663
epoch 338 ==> loss=9.910592
epoch 339 ==> loss=9.87467
epoch 340 ==> loss=9.838799
epoch 341 ==> loss=9.803083
epoch 342 ==> loss=9.767448
epoch 343 ==> loss=9.731885
epoch 344 ==> loss=9.69647
epoch 345 ==> loss=9.661274
epoch 346 ==> loss=9.6261215
epoch 347 ==> loss=9.5911455
epoch 348 ==> loss=9.55631
epoch 349 ==> loss=9.521654
epoch 350 ==> loss=9.487122
epoch 351 ==> loss=9.452683
epoch 352 ==> loss=9.418361
epoch 353 ==> loss=9.384276
epoch 354 ==> loss=9.350301
epoch 355 ==> loss=9.3164625
epoch 356 ==> loss=9.282782
epoch 357 ==> loss=9.24922
epoch 358 ==> loss=9.215843
epoch 359 ==> loss=9.182601
epoch 360 ==> loss=9.149409
epoch 361 ==> loss=9.116427
epoch 362 ==> loss=9.083559
epoch 363 ==> loss=9.050761
epoch 364 ==> loss=9.018077
epoch 365 ==> loss=8.985502
epoch 366 ==> loss=8.953046
epoch 367 ==> loss=8.920618
epoch 368 ==> loss=8.888198
epoch 369 ==> loss=8.8558445
epoch 370 ==> loss=8.823509
epoch 371 ==> loss=8.791069
epoch 372 ==> loss=8.758591
epoch 373 ==> loss=8.726093
epoch 374 ==> loss=8.693556
epoch 375 ==> loss=8.661037
epoch 376 ==> loss=8.6287565
epoch 377 ==> loss=8.596669
epoch 378 ==> loss=8.564813
epoch 379 ==> loss=8.533123
epoch 380 ==> loss=8.501527
epoch 381 ==> loss=8.47016
epoch 382 ==> loss=8.439002
epoch 383 ==> loss=8.40809
epoch 384 ==> loss=8.37756
epoch 385 ==> loss=8.347081
epoch 386 ==> loss=8.316858
epoch 387 ==> loss=8.286839
epoch 388 ==> loss=8.256871
epoch 389 ==> loss=8.227093
epoch 390 ==> loss=8.197391
epoch 391 ==> loss=8.167819
epoch 392 ==> loss=8.138349
epoch 393 ==> loss=8.108977
epoch 394 ==> loss=8.079741
epoch 395 ==> loss=8.050583
epoch 396 ==> loss=8.021551
epoch 397 ==> loss=7.992593
epoch 398 ==> loss=7.96376
epoch 399 ==> loss=7.9349856
acc 0.6567895086321381 nmi 0.6012711123502099 kappa 0.5969770935969816 ca [0.5492278  0.59309822 0.74883991 0.97412008 0.65948502 0.93492408
 0.        ]
running time 623.475
finish
