Limited tf.compat.v2.summary API due to missing TensorBoard installation.
Using SEED = 8322
/home/xianlli/dataset/HSI/urban/Urban_corrected.mat
img shape: (150, 160, 162)
img_patches_nonzero: (12048, 7, 7, 162)
x_patches shape: (12048, 7, 7, 162), labels: [1 2 3 4 5 6 7]
constructing hypergraph...
construction completed. training clustering network...
epoch
epoch 0 ==> loss=598.90656
epoch 1 ==> loss=2445.7847
epoch 2 ==> loss=444.78186
epoch 3 ==> loss=624.4879
epoch 4 ==> loss=1213.7075
epoch 5 ==> loss=968.05536
epoch 6 ==> loss=422.19617
epoch 7 ==> loss=138.08946
epoch 8 ==> loss=229.68082
epoch 9 ==> loss=449.1804
epoch 10 ==> loss=510.5014
epoch 11 ==> loss=375.25317
epoch 12 ==> loss=183.09003
epoch 13 ==> loss=76.31531
epoch 14 ==> loss=104.49477
epoch 15 ==> loss=200.20438
epoch 16 ==> loss=249.3763
epoch 17 ==> loss=209.28291
epoch 18 ==> loss=125.97827
epoch 19 ==> loss=65.007935
epoch 20 ==> loss=56.190994
epoch 21 ==> loss=85.622604
epoch 22 ==> loss=118.32359
epoch 23 ==> loss=126.677124
epoch 24 ==> loss=107.07446
epoch 25 ==> loss=76.87847
epoch 26 ==> loss=57.634212
epoch 27 ==> loss=58.558315
epoch 28 ==> loss=71.83673
epoch 29 ==> loss=81.63672
epoch 30 ==> loss=77.8556
epoch 31 ==> loss=63.013824
epoch 32 ==> loss=48.18494
epoch 33 ==> loss=43.002117
epoch 34 ==> loss=48.038017
epoch 35 ==> loss=55.17798
epoch 36 ==> loss=55.68627
epoch 37 ==> loss=48.469273
epoch 38 ==> loss=40.069946
epoch 39 ==> loss=37.22036
epoch 40 ==> loss=40.46631
epoch 41 ==> loss=44.71467
epoch 42 ==> loss=44.905228
epoch 43 ==> loss=40.724014
epoch 44 ==> loss=36.14551
epoch 45 ==> loss=34.957577
epoch 46 ==> loss=37.07514
epoch 47 ==> loss=39.201324
epoch 48 ==> loss=38.661682
epoch 49 ==> loss=36.005676
epoch 50 ==> loss=33.825478
epoch 51 ==> loss=33.725204
epoch 52 ==> loss=34.908936
epoch 53 ==> loss=35.472435
epoch 54 ==> loss=34.53485
epoch 55 ==> loss=32.915115
epoch 56 ==> loss=31.975634
epoch 57 ==> loss=32.144993
epoch 58 ==> loss=32.668304
epoch 59 ==> loss=32.60324
epoch 60 ==> loss=31.817162
epoch 61 ==> loss=30.962896
epoch 62 ==> loss=30.654814
epoch 63 ==> loss=30.847208
epoch 64 ==> loss=31.007923
epoch 65 ==> loss=30.754482
epoch 66 ==> loss=30.212906
epoch 67 ==> loss=29.786995
epoch 68 ==> loss=29.686378
epoch 69 ==> loss=29.748783
epoch 70 ==> loss=29.68079
epoch 71 ==> loss=29.388227
epoch 72 ==> loss=29.034845
epoch 73 ==> loss=28.821014
epoch 74 ==> loss=28.766972
epoch 75 ==> loss=28.725916
epoch 76 ==> loss=28.572313
epoch 77 ==> loss=28.32885
epoch 78 ==> loss=28.11431
epoch 79 ==> loss=27.997416
epoch 80 ==> loss=27.932774
epoch 81 ==> loss=27.831379
epoch 82 ==> loss=27.665016
epoch 83 ==> loss=27.485012
epoch 84 ==> loss=27.350323
epoch 85 ==> loss=27.260895
epoch 86 ==> loss=27.168766
epoch 87 ==> loss=27.039845
epoch 88 ==> loss=26.887836
epoch 89 ==> loss=26.74943
epoch 90 ==> loss=26.638325
epoch 91 ==> loss=26.53476
epoch 92 ==> loss=26.414955
epoch 93 ==> loss=26.278292
epoch 94 ==> loss=26.143713
epoch 95 ==> loss=26.024359
epoch 96 ==> loss=25.914104
epoch 97 ==> loss=25.797901
epoch 98 ==> loss=25.671547
epoch 99 ==> loss=25.543064
epoch 100 ==> loss=25.421423
epoch 101 ==> loss=25.306427
epoch 102 ==> loss=25.190002
epoch 103 ==> loss=25.06805
epoch 104 ==> loss=24.943827
epoch 105 ==> loss=24.822708
epoch 106 ==> loss=24.706133
epoch 107 ==> loss=24.590141
epoch 108 ==> loss=24.472008
epoch 109 ==> loss=24.352707
epoch 110 ==> loss=24.234827
epoch 111 ==> loss=24.119923
epoch 112 ==> loss=24.006329
epoch 113 ==> loss=23.892342
epoch 114 ==> loss=23.777712
epoch 115 ==> loss=23.664085
epoch 116 ==> loss=23.55253
epoch 117 ==> loss=23.442339
epoch 118 ==> loss=23.332285
epoch 119 ==> loss=23.222086
epoch 120 ==> loss=23.112638
epoch 121 ==> loss=23.004475
epoch 122 ==> loss=22.897612
epoch 123 ==> loss=22.7913
epoch 124 ==> loss=22.685427
epoch 125 ==> loss=22.580103
epoch 126 ==> loss=22.475622
epoch 127 ==> loss=22.372107
epoch 128 ==> loss=22.269176
epoch 129 ==> loss=22.16671
epoch 130 ==> loss=22.064795
epoch 131 ==> loss=21.963755
epoch 132 ==> loss=21.863556
epoch 133 ==> loss=21.763966
epoch 134 ==> loss=21.665052
epoch 135 ==> loss=21.56661
epoch 136 ==> loss=21.468866
epoch 137 ==> loss=21.371908
epoch 138 ==> loss=21.275404
epoch 139 ==> loss=21.179548
epoch 140 ==> loss=21.08452
epoch 141 ==> loss=20.990154
epoch 142 ==> loss=20.896801
epoch 143 ==> loss=20.804365
epoch 144 ==> loss=20.71302
epoch 145 ==> loss=20.622658
epoch 146 ==> loss=20.533361
epoch 147 ==> loss=20.445372
epoch 148 ==> loss=20.358225
epoch 149 ==> loss=20.272047
epoch 150 ==> loss=20.186625
epoch 151 ==> loss=20.102018
epoch 152 ==> loss=20.018372
epoch 153 ==> loss=19.935534
epoch 154 ==> loss=19.853567
epoch 155 ==> loss=19.772215
epoch 156 ==> loss=19.691736
epoch 157 ==> loss=19.61194
epoch 158 ==> loss=19.532902
epoch 159 ==> loss=19.454397
epoch 160 ==> loss=19.376425
epoch 161 ==> loss=19.298937
epoch 162 ==> loss=19.221949
epoch 163 ==> loss=19.145414
epoch 164 ==> loss=19.069338
epoch 165 ==> loss=18.993757
epoch 166 ==> loss=18.918821
epoch 167 ==> loss=18.844343
epoch 168 ==> loss=18.770464
epoch 169 ==> loss=18.696991
epoch 170 ==> loss=18.623951
epoch 171 ==> loss=18.551224
epoch 172 ==> loss=18.478985
epoch 173 ==> loss=18.407148
epoch 174 ==> loss=18.335644
epoch 175 ==> loss=18.264439
epoch 176 ==> loss=18.193653
epoch 177 ==> loss=18.12316
epoch 178 ==> loss=18.053
epoch 179 ==> loss=17.983004
epoch 180 ==> loss=17.91344
epoch 181 ==> loss=17.84398
epoch 182 ==> loss=17.774815
epoch 183 ==> loss=17.70604
epoch 184 ==> loss=17.637472
epoch 185 ==> loss=17.569239
epoch 186 ==> loss=17.501137
epoch 187 ==> loss=17.433308
epoch 188 ==> loss=17.365788
epoch 189 ==> loss=17.298435
epoch 190 ==> loss=17.231369
epoch 191 ==> loss=17.16458
epoch 192 ==> loss=17.097975
epoch 193 ==> loss=17.031563
epoch 194 ==> loss=16.965408
epoch 195 ==> loss=16.899397
epoch 196 ==> loss=16.83365
epoch 197 ==> loss=16.768068
epoch 198 ==> loss=16.702745
epoch 199 ==> loss=16.637508
epoch 200 ==> loss=16.572523
epoch 201 ==> loss=16.507717
epoch 202 ==> loss=16.442917
epoch 203 ==> loss=16.378414
epoch 204 ==> loss=16.314096
epoch 205 ==> loss=16.24975
epoch 206 ==> loss=16.185646
epoch 207 ==> loss=16.121681
epoch 208 ==> loss=16.057842
epoch 209 ==> loss=15.994226
epoch 210 ==> loss=15.93079
epoch 211 ==> loss=15.867476
epoch 212 ==> loss=15.8041725
epoch 213 ==> loss=15.741086
epoch 214 ==> loss=15.678129
epoch 215 ==> loss=15.615198
epoch 216 ==> loss=15.552296
epoch 217 ==> loss=15.489499
epoch 218 ==> loss=15.426823
epoch 219 ==> loss=15.364261
epoch 220 ==> loss=15.301819
epoch 221 ==> loss=15.239554
epoch 222 ==> loss=15.17732
epoch 223 ==> loss=15.115202
epoch 224 ==> loss=15.053339
epoch 225 ==> loss=14.991505
epoch 226 ==> loss=14.929774
epoch 227 ==> loss=14.868269
epoch 228 ==> loss=14.806945
epoch 229 ==> loss=14.745624
epoch 230 ==> loss=14.684625
epoch 231 ==> loss=14.623624
epoch 232 ==> loss=14.562825
epoch 233 ==> loss=14.502177
epoch 234 ==> loss=14.44169
epoch 235 ==> loss=14.381475
epoch 236 ==> loss=14.321423
epoch 237 ==> loss=14.261499
epoch 238 ==> loss=14.201723
epoch 239 ==> loss=14.142124
epoch 240 ==> loss=14.082795
epoch 241 ==> loss=14.023698
epoch 242 ==> loss=13.964838
epoch 243 ==> loss=13.906046
epoch 244 ==> loss=13.846855
epoch 245 ==> loss=13.788297
epoch 246 ==> loss=13.731207
epoch 247 ==> loss=13.67501
epoch 248 ==> loss=13.619334
epoch 249 ==> loss=13.564136
epoch 250 ==> loss=13.509109
epoch 251 ==> loss=13.454125
epoch 252 ==> loss=13.399224
epoch 253 ==> loss=13.344722
epoch 254 ==> loss=13.290647
epoch 255 ==> loss=13.236853
epoch 256 ==> loss=13.183684
epoch 257 ==> loss=13.131132
epoch 258 ==> loss=13.079148
epoch 259 ==> loss=13.027423
epoch 260 ==> loss=12.975587
epoch 261 ==> loss=12.9237175
epoch 262 ==> loss=12.87198
epoch 263 ==> loss=12.8204
epoch 264 ==> loss=12.769177
epoch 265 ==> loss=12.718275
epoch 266 ==> loss=12.667706
epoch 267 ==> loss=12.61734
epoch 268 ==> loss=12.567196
epoch 269 ==> loss=12.51736
epoch 270 ==> loss=12.467763
epoch 271 ==> loss=12.418554
epoch 272 ==> loss=12.369607
epoch 273 ==> loss=12.321069
epoch 274 ==> loss=12.272767
epoch 275 ==> loss=12.224707
epoch 276 ==> loss=12.17679
epoch 277 ==> loss=12.12905
epoch 278 ==> loss=12.081529
epoch 279 ==> loss=12.034335
epoch 280 ==> loss=11.987302
epoch 281 ==> loss=11.940498
epoch 282 ==> loss=11.893968
epoch 283 ==> loss=11.84772
epoch 284 ==> loss=11.801657
epoch 285 ==> loss=11.7558775
epoch 286 ==> loss=11.7104
epoch 287 ==> loss=11.665222
epoch 288 ==> loss=11.620167
epoch 289 ==> loss=11.575425
epoch 290 ==> loss=11.53085
epoch 291 ==> loss=11.48655
epoch 292 ==> loss=11.442515
epoch 293 ==> loss=11.398686
epoch 294 ==> loss=11.355117
epoch 295 ==> loss=11.311798
epoch 296 ==> loss=11.2687
epoch 297 ==> loss=11.225753
epoch 298 ==> loss=11.183091
epoch 299 ==> loss=11.14063
epoch 300 ==> loss=11.098437
epoch 301 ==> loss=11.056411
epoch 302 ==> loss=11.014608
epoch 303 ==> loss=10.973016
epoch 304 ==> loss=10.931647
epoch 305 ==> loss=10.890487
epoch 306 ==> loss=10.849525
epoch 307 ==> loss=10.808898
epoch 308 ==> loss=10.768402
epoch 309 ==> loss=10.728149
epoch 310 ==> loss=10.688133
epoch 311 ==> loss=10.648255
epoch 312 ==> loss=10.608659
epoch 313 ==> loss=10.56925
epoch 314 ==> loss=10.530034
epoch 315 ==> loss=10.490948
epoch 316 ==> loss=10.452177
epoch 317 ==> loss=10.413526
epoch 318 ==> loss=10.375126
epoch 319 ==> loss=10.336873
epoch 320 ==> loss=10.298765
epoch 321 ==> loss=10.26088
epoch 322 ==> loss=10.223136
epoch 323 ==> loss=10.185601
epoch 324 ==> loss=10.148159
epoch 325 ==> loss=10.110959
epoch 326 ==> loss=10.073896
epoch 327 ==> loss=10.036982
epoch 328 ==> loss=10.00023
epoch 329 ==> loss=9.963665
epoch 330 ==> loss=9.927228
epoch 331 ==> loss=9.890989
epoch 332 ==> loss=9.854908
epoch 333 ==> loss=9.81893
epoch 334 ==> loss=9.783176
epoch 335 ==> loss=9.74751
epoch 336 ==> loss=9.712016
epoch 337 ==> loss=9.676632
epoch 338 ==> loss=9.641418
epoch 339 ==> loss=9.606339
epoch 340 ==> loss=9.571416
epoch 341 ==> loss=9.536549
epoch 342 ==> loss=9.501913
epoch 343 ==> loss=9.467344
epoch 344 ==> loss=9.432929
epoch 345 ==> loss=9.398751
epoch 346 ==> loss=9.364714
epoch 347 ==> loss=9.330747
epoch 348 ==> loss=9.296984
epoch 349 ==> loss=9.263432
epoch 350 ==> loss=9.229986
epoch 351 ==> loss=9.196608
epoch 352 ==> loss=9.163449
epoch 353 ==> loss=9.130373
epoch 354 ==> loss=9.097456
epoch 355 ==> loss=9.064682
epoch 356 ==> loss=9.032008
epoch 357 ==> loss=8.999512
epoch 358 ==> loss=8.967088
epoch 359 ==> loss=8.934773
epoch 360 ==> loss=8.902676
epoch 361 ==> loss=8.870615
epoch 362 ==> loss=8.838751
epoch 363 ==> loss=8.806992
epoch 364 ==> loss=8.775356
epoch 365 ==> loss=8.7439
epoch 366 ==> loss=8.712523
epoch 367 ==> loss=8.681236
epoch 368 ==> loss=8.650108
epoch 369 ==> loss=8.619156
epoch 370 ==> loss=8.5883045
epoch 371 ==> loss=8.5575695
epoch 372 ==> loss=8.526924
epoch 373 ==> loss=8.496472
epoch 374 ==> loss=8.466084
epoch 375 ==> loss=8.435825
epoch 376 ==> loss=8.4057045
epoch 377 ==> loss=8.375636
epoch 378 ==> loss=8.34579
epoch 379 ==> loss=8.315983
epoch 380 ==> loss=8.286317
epoch 381 ==> loss=8.256774
epoch 382 ==> loss=8.227334
epoch 383 ==> loss=8.19803
epoch 384 ==> loss=8.168819
epoch 385 ==> loss=8.139731
epoch 386 ==> loss=8.110725
epoch 387 ==> loss=8.081803
epoch 388 ==> loss=8.053044
epoch 389 ==> loss=8.024382
epoch 390 ==> loss=7.9958124
epoch 391 ==> loss=7.967358
epoch 392 ==> loss=7.9389944
epoch 393 ==> loss=7.9107294
epoch 394 ==> loss=7.882559
epoch 395 ==> loss=7.8545246
epoch 396 ==> loss=7.8265195
epoch 397 ==> loss=7.7986803
epoch 398 ==> loss=7.770939
epoch 399 ==> loss=7.743249
acc 0.6465803452855245 nmi 0.5827306920878429 kappa 0.5840967978028022 ca [0.53909266 0.59840728 0.79408353 0.936853   0.56805045 0.94360087
 0.        ]
running time 689.091
finish
