Limited tf.compat.v2.summary API due to missing TensorBoard installation.
Using SEED = 5191
/home/xianlli/dataset/HSI/Houston/Houston_corrected.mat
img shape: (130, 130, 144)
img_patches_nonzero: (6104, 7, 7, 144)
x_patches shape: (6104, 7, 7, 144), labels: [1 2 3 4 5 6 7]
constructing hypergraph...
construction completed. training clustering network...
epoch
epoch 0 ==> loss=284.58478
epoch 1 ==> loss=696.2179
epoch 2 ==> loss=167.1982
epoch 3 ==> loss=179.10706
epoch 4 ==> loss=344.2979
epoch 5 ==> loss=291.97244
epoch 6 ==> loss=151.43106
epoch 7 ==> loss=85.50269
epoch 8 ==> loss=120.5159
epoch 9 ==> loss=178.38844
epoch 10 ==> loss=184.54823
epoch 11 ==> loss=139.03592
epoch 12 ==> loss=88.716644
epoch 13 ==> loss=73.15065
epoch 14 ==> loss=93.199066
epoch 15 ==> loss=117.79656
epoch 16 ==> loss=118.96271
epoch 17 ==> loss=97.12479
epoch 18 ==> loss=73.20249
epoch 19 ==> loss=65.28107
epoch 20 ==> loss=73.405014
epoch 21 ==> loss=83.79794
epoch 22 ==> loss=84.44112
epoch 23 ==> loss=74.99223
epoch 24 ==> loss=63.90594
epoch 25 ==> loss=59.087563
epoch 26 ==> loss=61.365788
epoch 27 ==> loss=65.31439
epoch 28 ==> loss=65.362045
epoch 29 ==> loss=60.779175
epoch 30 ==> loss=55.375175
epoch 31 ==> loss=53.09089
epoch 32 ==> loss=54.127327
epoch 33 ==> loss=55.41305
epoch 34 ==> loss=54.33606
epoch 35 ==> loss=51.294537
epoch 36 ==> loss=48.64923
epoch 37 ==> loss=47.94238
epoch 38 ==> loss=48.528854
epoch 39 ==> loss=48.631397
epoch 40 ==> loss=47.30191
epoch 41 ==> loss=45.21463
epoch 42 ==> loss=43.777584
epoch 43 ==> loss=43.643085
epoch 44 ==> loss=44.100224
epoch 45 ==> loss=43.911263
epoch 46 ==> loss=42.63742
epoch 47 ==> loss=41.035656
epoch 48 ==> loss=40.08308
epoch 49 ==> loss=40.02657
epoch 50 ==> loss=40.216293
epoch 51 ==> loss=39.866722
epoch 52 ==> loss=38.879284
epoch 53 ==> loss=37.80637
epoch 54 ==> loss=37.18571
epoch 55 ==> loss=37.043217
epoch 56 ==> loss=36.932472
epoch 57 ==> loss=36.489487
epoch 58 ==> loss=35.75384
epoch 59 ==> loss=35.043022
epoch 60 ==> loss=34.58214
epoch 61 ==> loss=34.310364
epoch 62 ==> loss=33.99988
epoch 63 ==> loss=33.527245
epoch 64 ==> loss=32.975086
epoch 65 ==> loss=32.486282
epoch 66 ==> loss=32.10798
epoch 67 ==> loss=31.767866
epoch 68 ==> loss=31.373526
epoch 69 ==> loss=30.91987
epoch 70 ==> loss=30.47161
epoch 71 ==> loss=30.083473
epoch 72 ==> loss=29.734213
epoch 73 ==> loss=29.368952
epoch 74 ==> loss=28.960476
epoch 75 ==> loss=28.533443
epoch 76 ==> loss=28.12725
epoch 77 ==> loss=27.751184
epoch 78 ==> loss=27.38239
epoch 79 ==> loss=26.99053
epoch 80 ==> loss=26.574112
epoch 81 ==> loss=26.178062
epoch 82 ==> loss=25.79129
epoch 83 ==> loss=25.415293
epoch 84 ==> loss=25.029787
epoch 85 ==> loss=24.619444
epoch 86 ==> loss=24.182459
epoch 87 ==> loss=23.761732
epoch 88 ==> loss=23.364403
epoch 89 ==> loss=22.972874
epoch 90 ==> loss=22.576372
epoch 91 ==> loss=22.180882
epoch 92 ==> loss=21.802038
epoch 93 ==> loss=21.440828
epoch 94 ==> loss=21.089748
epoch 95 ==> loss=20.75093
epoch 96 ==> loss=20.42141
epoch 97 ==> loss=20.108208
epoch 98 ==> loss=19.808662
epoch 99 ==> loss=19.521135
epoch 100 ==> loss=19.246782
epoch 101 ==> loss=18.984583
epoch 102 ==> loss=18.731262
epoch 103 ==> loss=18.483736
epoch 104 ==> loss=18.245869
epoch 105 ==> loss=18.02089
epoch 106 ==> loss=17.805298
epoch 107 ==> loss=17.597076
epoch 108 ==> loss=17.39731
